"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.950958252E0,2.655029297E-3,2.014160156E-3,3.814697266E-4,3.354331655E-3
2.955932617E0,-5.493164062E-4,9.460449219E-4,-6.866455078E-4,1.291600388E-3
2.960937500E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
2.965942383E0,1.586914062E-3,2.014160156E-3,-6.866455078E-4,2.654546935E-3
2.970947265E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
2.975952148E0,-2.685546875E-3,-1.220703125E-4,-6.866455078E-4,2.774625242E-3
2.980957031E0,5.187988281E-4,-2.243041992E-3,3.814697266E-4,2.333647093E-3
2.985931396E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
2.990936279E0,-5.493164062E-4,2.014160156E-3,-1.754760742E-3,2.727228430E-3
2.995941162E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
3.000946045E0,-5.493164062E-4,2.014160156E-3,3.814697266E-4,2.122288576E-3
3.005950928E0,-2.685546875E-3,9.460449219E-4,-6.866455078E-4,2.928932411E-3
3.010955810E0,5.187988281E-4,9.460449219E-4,3.814697266E-4,1.144409180E-3
3.015960693E0,1.586914062E-3,9.460449219E-4,-6.866455078E-4,1.970984345E-3
3.020965576E0,-5.493164062E-4,9.460449219E-4,-6.866455078E-4,1.291600388E-3
3.025970459E0,5.187988281E-4,9.460449219E-4,3.814697266E-4,1.144409180E-3
3.030975342E0,5.187988281E-4,9.460449219E-4,1.449584961E-3,1.807055555E-3
3.035980224E0,1.586914062E-3,9.460449219E-4,-6.866455078E-4,1.970984345E-3
3.040985107E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
3.045989990E0,2.655029297E-3,2.014160156E-3,3.814697266E-4,3.354331655E-3
3.050994873E0,1.586914062E-3,9.460449219E-4,3.814697266E-4,1.886482544E-3
3.055999756E0,1.586914062E-3,9.460449219E-4,3.814697266E-4,1.886482544E-3
3.061004638E0,1.586914062E-3,-1.220703125E-4,3.814697266E-4,1.636678513E-3
3.066009521E0,1.586914062E-3,-2.243041992E-3,-6.866455078E-4,2.832139769E-3
3.071014404E0,1.586914062E-3,-1.220703125E-4,1.449584961E-3,2.152787486E-3
3.075988769E0,-5.493164062E-4,9.460449219E-4,-6.866455078E-4,1.291600388E-3
3.080963135E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
3.085998535E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
3.091003418E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
3.096008301E0,1.586914062E-3,-1.220703125E-4,3.814697266E-4,1.636678513E-3
3.101013183E0,1.586914062E-3,9.460449219E-4,-6.866455078E-4,1.970984345E-3
3.106018066E0,1.586914062E-3,-1.220703125E-4,1.449584961E-3,2.152787486E-3
3.111022949E0,-5.493164062E-4,-1.220703125E-4,1.449584961E-3,1.554974673E-3
3.115997314E0,-5.493164062E-4,-1.190185547E-3,-6.866455078E-4,1.479787891E-3
3.120971680E0,-1.617431641E-3,-1.190185547E-3,3.814697266E-4,2.044051345E-3
3.125976562E0,-5.493164062E-4,9.460449219E-4,-6.866455078E-4,1.291600388E-3
3.130981445E0,1.586914062E-3,-1.220703125E-4,3.814697266E-4,1.636678513E-3
3.135986328E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
3.140991211E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
3.145996094E0,-2.685546875E-3,9.460449219E-4,3.814697266E-4,2.872748190E-3
3.151000976E0,5.187988281E-4,-1.190185547E-3,-6.866455078E-4,1.468732758E-3
3.156005859E0,1.586914062E-3,-1.220703125E-4,3.814697266E-4,1.636678513E-3
3.161010742E0,1.586914062E-3,3.082275391E-3,3.814697266E-4,3.487726620E-3
3.166015625E0,1.586914062E-3,3.082275391E-3,-6.866455078E-4,3.534147688E-3
3.171020508E0,-5.493164062E-4,3.082275391E-3,3.814697266E-4,3.153995759E-3
3.176025390E0,-1.617431641E-3,2.014160156E-3,3.814697266E-4,2.611215311E-3
3.181030273E0,-5.493164062E-4,3.082275391E-3,-6.866455078E-4,3.205253836E-3
3.186004638E0,5.187988281E-4,2.014160156E-3,-6.866455078E-4,2.190313999E-3
3.191009521E0,5.187988281E-4,2.014160156E-3,-1.754760742E-3,2.721245785E-3
3.196014404E0,1.586914062E-3,2.014160156E-3,3.814697266E-4,2.592422907E-3
3.201019287E0,1.586914062E-3,-1.220703125E-4,-6.866455078E-4,1.733401124E-3
3.206024170E0,1.586914062E-3,-1.190185547E-3,3.814697266E-4,2.019989364E-3
3.211029053E0,1.586914062E-3,-1.190185547E-3,1.449584961E-3,2.456854582E-3
3.216033935E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
3.221038818E0,1.586914062E-3,2.014160156E-3,-6.866455078E-4,2.654546935E-3
3.226013183E0,-5.493164062E-4,9.460449219E-4,-6.866455078E-4,1.291600388E-3
3.231018066E0,5.187988281E-4,-1.220703125E-4,1.449584961E-3,1.544457816E-3
3.236022949E0,1.586914062E-3,-1.220703125E-4,3.814697266E-4,1.636678513E-3
3.241027832E0,-5.493164062E-4,9.460449219E-4,-1.754760742E-3,2.067833352E-3
3.246032715E0,-1.617431641E-3,-1.220703125E-4,-6.866455078E-4,1.761382504E-3
3.251037597E0,-1.617431641E-3,-1.190185547E-3,-6.866455078E-4,2.122288576E-3
3.256042480E0,-5.493164062E-4,9.460449219E-4,-6.866455078E-4,1.291600388E-3
3.261047363E0,1.586914062E-3,3.082275391E-3,-6.866455078E-4,3.534147688E-3
3.266021728E0,1.586914062E-3,-1.220703125E-4,-6.866455078E-4,1.733401124E-3
3.271026611E0,5.187988281E-4,-2.243041992E-3,1.449584961E-3,2.720604007E-3
3.276031494E0,5.187988281E-4,-1.190185547E-3,-6.866455078E-4,1.468732758E-3
3.281036377E0,-5.493164062E-4,9.460449219E-4,-1.754760742E-3,2.067833352E-3
3.286041260E0,5.187988281E-4,4.150390625E-3,-1.754760742E-3,4.535865940E-3
3.291046142E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
3.296051025E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
3.301055908E0,-1.617431641E-3,-1.220703125E-4,-6.866455078E-4,1.761382504E-3
3.306060791E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
3.311065674E0,1.586914062E-3,9.460449219E-4,-1.754760742E-3,2.548035027E-3
3.316070556E0,-5.493164062E-4,-1.220703125E-4,-6.866455078E-4,8.877678349E-4
3.321075439E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
3.326049805E0,5.187988281E-4,9.460449219E-4,3.814697266E-4,1.144409180E-3
3.331054687E0,5.187988281E-4,2.014160156E-3,-6.866455078E-4,2.190313999E-3
3.336059570E0,1.586914062E-3,9.460449219E-4,-1.754760742E-3,2.548035027E-3
3.341064453E0,1.586914062E-3,-1.190185547E-3,3.814697266E-4,2.019989364E-3
3.346069336E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
3.351074219E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
3.356079101E0,5.187988281E-4,-1.190185547E-3,-1.754760742E-3,2.182860308E-3
3.361083984E0,1.586914062E-3,-1.190185547E-3,-6.866455078E-4,2.099123610E-3
3.366088867E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
3.371093750E0,-5.493164062E-4,9.460449219E-4,3.814697266E-4,1.158563188E-3
3.376068115E0,1.586914062E-3,-1.190185547E-3,3.814697266E-4,2.019989364E-3
3.381072998E0,1.586914062E-3,9.460449219E-4,-1.754760742E-3,2.548035027E-3
3.386077881E0,-5.493164062E-4,9.460449219E-4,-6.866455078E-4,1.291600388E-3
3.391082763E0,-1.617431641E-3,-1.220703125E-4,-6.866455078E-4,1.761382504E-3
3.396087646E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
3.401092529E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
3.406097412E0,5.187988281E-4,-1.190185547E-3,-6.866455078E-4,1.468732758E-3
3.411102295E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
3.416107178E0,1.586914062E-3,2.014160156E-3,-6.866455078E-4,2.654546935E-3
3.421112060E0,1.586914062E-3,-1.220703125E-4,-2.807617188E-3,3.227369157E-3
3.426086426E0,-5.493164062E-4,-1.220703125E-4,-6.866455078E-4,8.877678349E-4
3.431091308E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
3.436096191E0,1.586914062E-3,9.460449219E-4,1.449584961E-3,2.348317226E-3
3.441101074E0,2.655029297E-3,9.460449219E-4,3.814697266E-4,2.844239918E-3
3.446105957E0,2.655029297E-3,-1.190185547E-3,1.449584961E-3,3.250695120E-3
3.451110840E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
3.456115722E0,5.187988281E-4,2.014160156E-3,-6.866455078E-4,2.190313999E-3
3.461120605E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
3.466125488E0,2.655029297E-3,9.460449219E-4,-6.866455078E-4,2.900976321E-3
3.471130371E0,1.586914062E-3,9.460449219E-4,-6.866455078E-4,1.970984345E-3
3.476135254E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
3.481140137E0,-5.493164062E-4,9.460449219E-4,-6.866455078E-4,1.291600388E-3
3.486114502E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
3.491119385E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
3.496124267E0,5.187988281E-4,9.460449219E-4,3.814697266E-4,1.144409180E-3
3.501129150E0,1.586914062E-3,9.460449219E-4,-6.866455078E-4,1.970984345E-3
3.506134033E0,1.586914062E-3,-1.220703125E-4,3.814697266E-4,1.636678513E-3
3.511138916E0,-5.493164062E-4,2.014160156E-3,1.449584961E-3,2.541630620E-3
3.516143799E0,-1.617431641E-3,-1.220703125E-4,1.449584961E-3,2.175381077E-3
3.521148681E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
3.526123047E0,1.586914062E-3,9.460449219E-4,-6.866455078E-4,1.970984345E-3
3.531127930E0,-5.493164062E-4,2.014160156E-3,-1.754760742E-3,2.727228430E-3
3.536132812E0,-5.493164062E-4,-1.220703125E-4,-6.866455078E-4,8.877678349E-4
3.541137695E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
3.546142578E0,-2.685546875E-3,9.460449219E-4,-1.754760742E-3,3.344599868E-3
3.551147461E0,-5.493164062E-4,2.014160156E-3,-6.866455078E-4,2.197742410E-3
3.556152344E0,1.586914062E-3,-1.190185547E-3,1.449584961E-3,2.456854582E-3
3.561157226E0,5.187988281E-4,-1.220703125E-4,1.449584961E-3,1.544457816E-3
3.566131592E0,-2.685546875E-3,-1.220703125E-4,-6.866455078E-4,2.774625242E-3
3.571136474E0,-1.617431641E-3,-1.190185547E-3,3.814697266E-4,2.044051345E-3
3.576141357E0,5.187988281E-4,-1.220703125E-4,2.517700195E-3,2.573493279E-3
3.581146240E0,-5.493164062E-4,-1.190185547E-3,-6.866455078E-4,1.479787891E-3
3.586151123E0,5.187988281E-4,-1.190185547E-3,-1.754760742E-3,2.182860308E-3
3.591156006E0,-5.493164062E-4,-1.190185547E-3,-6.866455078E-4,1.479787891E-3
3.596160888E0,1.586914062E-3,-1.190185547E-3,3.814697266E-4,2.019989364E-3
3.601165771E0,-5.493164062E-4,9.460449219E-4,-2.807617188E-3,3.013214858E-3
3.606140137E0,-5.493164062E-4,-1.220703125E-4,-6.866455078E-4,8.877678349E-4
3.611145019E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
3.616149902E0,3.707885742E-3,9.460449219E-4,1.449584961E-3,4.092030575E-3
3.621154785E0,5.187988281E-4,9.460449219E-4,3.570556641E-3,3.730017150E-3
3.626159668E0,-5.493164062E-4,-1.220703125E-4,2.517700195E-3,2.579818588E-3
3.631164551E0,-5.493164062E-4,-1.190185547E-3,-6.866455078E-4,1.479787891E-3
3.636169433E0,5.187988281E-4,-1.190185547E-3,-6.866455078E-4,1.468732758E-3
3.641174316E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
3.646179199E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
3.651184082E0,5.187988281E-4,2.014160156E-3,3.814697266E-4,2.114595118E-3
3.656188965E0,-1.617431641E-3,9.460449219E-4,3.814697266E-4,1.912225211E-3
3.661193847E0,1.586914062E-3,-1.190185547E-3,3.814697266E-4,2.019989364E-3
3.666168213E0,2.655029297E-3,-1.220703125E-4,-6.866455078E-4,2.745098137E-3
3.671173096E0,4.776000977E-3,-2.243041992E-3,3.814697266E-4,5.290268600E-3
3.676177978E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
3.681182861E0,1.586914062E-3,9.460449219E-4,-1.754760742E-3,2.548035027E-3
3.686187744E0,1.586914062E-3,9.460449219E-4,3.814697266E-4,1.886482544E-3
3.691192627E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
3.696197510E0,-1.617431641E-3,-1.220703125E-4,1.449584961E-3,2.175381077E-3
3.701202392E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
3.706207275E0,1.586914062E-3,-1.220703125E-4,-1.754760742E-3,2.369046784E-3
3.711212158E0,-5.493164062E-4,2.014160156E-3,-6.866455078E-4,2.197742410E-3
3.716186523E0,-1.617431641E-3,-1.220703125E-4,1.449584961E-3,2.175381077E-3
3.721191406E0,5.187988281E-4,-1.220703125E-4,1.449584961E-3,1.544457816E-3
3.726196289E0,1.586914062E-3,9.460449219E-4,3.814697266E-4,1.886482544E-3
3.731201172E0,2.655029297E-3,-1.220703125E-4,3.814697266E-4,2.685069996E-3
3.736206055E0,1.586914062E-3,9.460449219E-4,3.814697266E-4,1.886482544E-3
3.741210937E0,-1.617431641E-3,-2.243041992E-3,3.814697266E-4,2.791566163E-3
3.746215820E0,5.187988281E-4,9.460449219E-4,3.814697266E-4,1.144409180E-3
3.751220703E0,1.586914062E-3,9.460449219E-4,1.449584961E-3,2.348317226E-3
3.756225586E0,1.586914062E-3,-1.220703125E-4,-1.754760742E-3,2.369046784E-3
3.761230469E0,-5.493164062E-4,-1.220703125E-4,1.449584961E-3,1.554974673E-3
3.766235351E0,-1.617431641E-3,3.082275391E-3,-6.866455078E-4,3.547955573E-3
3.771240234E0,5.187988281E-4,3.082275391E-3,-6.866455078E-4,3.200164974E-3
3.776214599E0,-5.493164062E-4,9.460449219E-4,3.814697266E-4,1.158563188E-3
3.781219482E0,5.187988281E-4,-1.220703125E-4,-1.754760742E-3,1.833913479E-3
3.786224365E0,1.586914062E-3,-1.190185547E-3,-1.754760742E-3,2.648400110E-3
3.791229248E0,2.655029297E-3,-1.190185547E-3,-6.866455078E-4,2.989515723E-3
3.796234131E0,1.586914062E-3,-2.243041992E-3,-6.866455078E-4,2.832139769E-3
3.801239013E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
3.806243896E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
3.811248779E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
3.816223144E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
3.821228027E0,5.187988281E-4,-1.220703125E-4,-1.754760742E-3,1.833913479E-3
3.826232910E0,1.586914062E-3,-1.220703125E-4,-2.807617188E-3,3.227369157E-3
3.831237793E0,1.586914062E-3,-1.220703125E-4,1.449584961E-3,2.152787486E-3
3.836242676E0,-5.493164062E-4,9.460449219E-4,1.449584961E-3,1.816052331E-3
3.841247558E0,5.187988281E-4,9.460449219E-4,1.449584961E-3,1.807055555E-3
3.846252441E0,5.187988281E-4,-2.243041992E-3,3.814697266E-4,2.333647093E-3
3.851257324E0,1.586914062E-3,-1.190185547E-3,3.814697266E-4,2.019989364E-3
3.856231689E0,1.586914062E-3,-1.220703125E-4,1.449584961E-3,2.152787486E-3
3.861236572E0,5.187988281E-4,2.014160156E-3,3.814697266E-4,2.114595118E-3
3.866241455E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
3.871246338E0,5.187988281E-4,-2.243041992E-3,3.814697266E-4,2.333647093E-3
3.876251221E0,-5.493164062E-4,9.460449219E-4,3.814697266E-4,1.158563188E-3
3.881256103E0,1.586914062E-3,2.014160156E-3,3.814697266E-4,2.592422907E-3
3.886230469E0,1.586914062E-3,9.460449219E-4,3.814697266E-4,1.886482544E-3
3.891235351E0,5.187988281E-4,-2.243041992E-3,-6.866455078E-4,2.402471989E-3
3.896240234E0,5.187988281E-4,-1.220703125E-4,-1.754760742E-3,1.833913479E-3
3.901245117E0,5.187988281E-4,2.014160156E-3,1.449584961E-3,2.535210034E-3
3.906250000E0,-1.617431641E-3,-1.220703125E-4,3.814697266E-4,1.666284917E-3
3.911254883E0,-5.493164062E-4,-1.220703125E-4,-1.754760742E-3,1.842779134E-3
3.916259765E0,-1.617431641E-3,9.460449219E-4,-6.866455078E-4,1.995637282E-3
3.921264648E0,-1.617431641E-3,9.460449219E-4,3.814697266E-4,1.912225211E-3
3.926269531E0,-1.617431641E-3,9.460449219E-4,-6.866455078E-4,1.995637282E-3
3.931274414E0,-5.493164062E-4,-1.220703125E-4,-6.866455078E-4,8.877678349E-4
3.936248779E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
3.941253662E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
3.946258545E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
3.951263428E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
3.956268310E0,4.119873047E-4,4.882812500E-4,4.425048828E-4,7.771503649E-4
3.961273193E0,4.119873047E-4,-5.798339844E-4,4.425048828E-4,8.377061298E-4
3.966278076E0,4.119873047E-4,-5.798339844E-4,-1.693725586E-3,1.837021325E-3
3.971282959E0,4.119873047E-4,-5.798339844E-4,-6.256103516E-4,9.472746701E-4
3.976287842E0,4.119873047E-4,1.556396484E-3,-6.256103516E-4,1.727278746E-3
3.981292724E0,-1.724243164E-3,4.882812500E-4,1.510620117E-3,2.343801657E-3
3.986267090E0,4.119873047E-4,-2.700805664E-3,1.510620117E-3,3.121867696E-3
3.991271972E0,1.480102539E-3,-1.647949219E-3,4.425048828E-4,2.258816222E-3
3.996246338E0,4.119873047E-4,4.882812500E-4,1.510620117E-3,1.640160131E-3
4.001251221E0,4.119873047E-4,-2.700805664E-3,-6.256103516E-4,2.802761689E-3
4.006256103E0,4.119873047E-4,4.882812500E-4,4.425048828E-4,7.771503649E-4
4.011260986E0,1.480102539E-3,-5.798339844E-4,1.510620117E-3,2.192916805E-3
4.016265869E0,1.480102539E-3,4.882812500E-4,4.425048828E-4,1.620164398E-3
4.021270752E0,2.548217773E-3,-5.798339844E-4,-6.256103516E-4,2.687193626E-3
4.026275635E0,2.548217773E-3,-1.647949219E-3,-1.693725586E-3,3.475321109E-3
4.031280517E0,4.119873047E-4,4.882812500E-4,-6.256103516E-4,8.941702468E-4
4.036285400E0,4.119873047E-4,1.556396484E-3,1.510620117E-3,2.207731119E-3
4.041290283E0,4.119873047E-4,4.882812500E-4,1.510620117E-3,1.640160131E-3
4.046295166E0,4.119873047E-4,-1.647949219E-3,4.425048828E-4,1.755357724E-3
4.051300049E0,-6.561279297E-4,4.882812500E-4,-1.693725586E-3,1.880858527E-3
4.056304931E0,4.119873047E-4,4.882812500E-4,2.578735352E-3,2.656694964E-3
4.061309814E0,1.480102539E-3,4.882812500E-4,4.425048828E-4,1.620164398E-3
4.066284180E0,4.119873047E-4,4.882812500E-4,-1.693725586E-3,1.810209512E-3
4.071289062E0,-6.561279297E-4,-5.798339844E-4,-6.256103516E-4,1.076150371E-3
4.076293945E0,4.119873047E-4,-5.798339844E-4,-6.256103516E-4,9.472746701E-4
4.081298828E0,1.480102539E-3,-5.798339844E-4,-6.256103516E-4,1.708303043E-3
4.086303711E0,2.548217773E-3,-1.647949219E-3,4.425048828E-4,3.066750890E-3
4.091308594E0,-6.561279297E-4,-2.700805664E-3,-1.693725586E-3,3.254775177E-3
4.096313476E0,-1.724243164E-3,4.882812500E-4,-6.256103516E-4,1.898109949E-3
4.101318359E0,-6.561279297E-4,4.882812500E-4,4.425048828E-4,9.299102164E-4
4.106323242E0,4.119873047E-4,4.882812500E-4,-6.256103516E-4,8.941702468E-4
4.111328125E0,-1.724243164E-3,-5.798339844E-4,4.425048828E-4,1.872173205E-3
4.116333008E0,4.119873047E-4,4.882812500E-4,-6.256103516E-4,8.941702468E-4
4.121337890E0,4.119873047E-4,-5.798339844E-4,-1.693725586E-3,1.837021325E-3
4.126312256E0,-6.561279297E-4,-5.798339844E-4,-1.693725586E-3,1.906677128E-3
4.131317138E0,-6.561279297E-4,-5.798339844E-4,4.425048828E-4,9.810819950E-4
4.136322021E0,-6.561279297E-4,-1.647949219E-3,4.425048828E-4,1.828127747E-3
4.141326904E0,-1.724243164E-3,-1.647949219E-3,-6.256103516E-4,2.465793874E-3
4.146331787E0,-6.561279297E-4,-1.647949219E-3,-6.256103516E-4,1.880858527E-3
4.151336670E0,4.119873047E-4,-5.798339844E-4,4.425048828E-4,8.377061298E-4
4.156341553E0,-6.561279297E-4,1.556396484E-3,-6.256103516E-4,1.801183552E-3
4.161346435E0,-6.561279297E-4,-5.798339844E-4,4.425048828E-4,9.810819950E-4
4.166320801E0,3.601074219E-3,-1.647949219E-3,1.510620117E-3,4.238566420E-3
4.171325683E0,4.119873047E-4,-5.798339844E-4,4.425048828E-4,8.377061298E-4
4.176330566E0,-6.561279297E-4,4.882812500E-4,4.425048828E-4,9.299102164E-4
4.181335449E0,-6.561279297E-4,3.692626953E-3,-6.256103516E-4,3.802286942E-3
4.186340332E0,4.119873047E-4,4.882812500E-4,4.425048828E-4,7.771503649E-4
4.191345215E0,2.548217773E-3,-1.647949219E-3,-1.693725586E-3,3.475321109E-3
4.196350097E0,4.119873047E-4,4.882812500E-4,-6.256103516E-4,8.941702468E-4
4.201354980E0,4.119873047E-4,4.882812500E-4,-6.256103516E-4,8.941702468E-4
4.206359863E0,1.480102539E-3,1.556396484E-3,1.510620117E-3,2.625842090E-3
4.211364746E0,4.119873047E-4,1.556396484E-3,-6.256103516E-4,1.727278746E-3
4.216339111E0,1.480102539E-3,-5.798339844E-4,4.425048828E-4,1.650067134E-3
4.221343994E0,4.119873047E-4,4.882812500E-4,4.425048828E-4,7.771503649E-4
4.226348877E0,-6.561279297E-4,4.882812500E-4,1.510620117E-3,1.717817097E-3
4.231353760E0,1.480102539E-3,4.882812500E-4,-6.256103516E-4,1.679437530E-3
4.236358642E0,4.119873047E-4,1.556396484E-3,-6.256103516E-4,1.727278746E-3
4.241363525E0,-6.561279297E-4,1.556396484E-3,4.425048828E-4,1.746048238E-3
4.246368408E0,-6.561279297E-4,1.556396484E-3,4.425048828E-4,1.746048238E-3
4.251373291E0,4.119873047E-4,-5.798339844E-4,4.425048828E-4,8.377061298E-4
4.256347656E0,4.119873047E-4,4.882812500E-4,-6.256103516E-4,8.941702468E-4
4.261352539E0,-2.792358398E-3,-5.798339844E-4,-6.256103516E-4,2.919736493E-3
4.266357422E0,4.119873047E-4,-2.700805664E-3,-1.693725586E-3,3.214465917E-3
4.271362305E0,4.119873047E-4,4.882812500E-4,-2.746582031E-3,2.819905135E-3
4.276367187E0,-1.724243164E-3,1.556396484E-3,-6.256103516E-4,2.405571204E-3
4.281372070E0,-6.561279297E-4,-5.798339844E-4,4.425048828E-4,9.810819950E-4
4.286376953E0,4.119873047E-4,1.556396484E-3,-6.256103516E-4,1.727278746E-3
4.291381836E0,4.119873047E-4,2.624511719E-3,-6.256103516E-4,2.729319258E-3
4.296386719E0,4.119873047E-4,4.882812500E-4,-6.256103516E-4,8.941702468E-4
4.301391601E0,1.480102539E-3,4.882812500E-4,-1.693725586E-3,2.301701211E-3
4.306396484E0,1.480102539E-3,4.882812500E-4,4.425048828E-4,1.620164398E-3
4.311401367E0,-1.724243164E-3,4.882812500E-4,-6.256103516E-4,1.898109949E-3
4.316406250E0,-6.561279297E-4,4.882812500E-4,-6.256103516E-4,1.029713917E-3
4.321411133E0,-6.561279297E-4,4.882812500E-4,-1.693725586E-3,1.880858527E-3
4.326385498E0,4.119873047E-4,-5.798339844E-4,4.425048828E-4,8.377061298E-4
4.331390381E0,-6.561279297E-4,4.882812500E-4,4.425048828E-4,9.299102164E-4
4.336395263E0,-1.724243164E-3,1.556396484E-3,1.510620117E-3,2.770804512E-3
4.341400146E0,-6.561279297E-4,-5.798339844E-4,-6.256103516E-4,1.076150371E-3
4.346405029E0,4.119873047E-4,4.882812500E-4,-6.256103516E-4,8.941702468E-4
4.351409912E0,-6.561279297E-4,-1.647949219E-3,-6.256103516E-4,1.880858527E-3
4.356414795E0,4.119873047E-4,-5.798339844E-4,-1.693725586E-3,1.837021325E-3
4.361419678E0,4.119873047E-4,-5.798339844E-4,4.425048828E-4,8.377061298E-4
4.366394043E0,4.119873047E-4,-5.798339844E-4,4.425048828E-4,8.377061298E-4
4.371398926E0,4.119873047E-4,-5.798339844E-4,-6.256103516E-4,9.472746701E-4
4.376403808E0,-6.561279297E-4,-5.798339844E-4,-1.693725586E-3,1.906677128E-3
4.381408691E0,4.119873047E-4,4.882812500E-4,-6.256103516E-4,8.941702468E-4
4.386413574E0,4.119873047E-4,4.882812500E-4,-1.693725586E-3,1.810209512E-3
4.391418457E0,-6.561279297E-4,4.882812500E-4,-6.256103516E-4,1.029713917E-3
4.396392822E0,4.119873047E-4,-1.647949219E-3,1.510620117E-3,2.273201114E-3
4.401397705E0,4.119873047E-4,4.882812500E-4,4.425048828E-4,7.771503649E-4
4.406402588E0,-6.561279297E-4,-5.798339844E-4,4.425048828E-4,9.810819950E-4
4.411407471E0,1.480102539E-3,4.882812500E-4,1.510620117E-3,2.170505758E-3
4.416412353E0,1.480102539E-3,-5.798339844E-4,4.425048828E-4,1.650067134E-3
4.421417236E0,1.480102539E-3,4.882812500E-4,-1.693725586E-3,2.301701211E-3
4.426422119E0,-6.561279297E-4,-5.798339844E-4,-6.256103516E-4,1.076150371E-3
4.431427002E0,-6.561279297E-4,1.556396484E-3,1.510620117E-3,2.266020083E-3
4.436401367E0,4.119873047E-4,1.556396484E-3,1.510620117E-3,2.207731119E-3
4.441406250E0,1.480102539E-3,-5.798339844E-4,-6.256103516E-4,1.708303043E-3
4.446411133E0,2.548217773E-3,2.624511719E-3,-1.693725586E-3,4.031151441E-3
4.451416015E0,1.480102539E-3,1.556396484E-3,-6.256103516E-4,2.237065456E-3
4.456420898E0,-1.724243164E-3,4.882812500E-4,1.510620117E-3,2.343801657E-3
4.461425781E0,4.119873047E-4,-1.647949219E-3,4.425048828E-4,1.755357724E-3
4.466430664E0,4.119873047E-4,-5.798339844E-4,1.510620117E-3,1.669704802E-3
4.471435547E0,4.119873047E-4,4.882812500E-4,4.425048828E-4,7.771503649E-4
4.476440430E0,4.119873047E-4,-5.798339844E-4,-6.256103516E-4,9.472746701E-4
4.481445312E0,4.119873047E-4,-1.647949219E-3,-6.256103516E-4,1.810209512E-3
