"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.415466308E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
1.420471191E0,1.586914062E-3,-1.220703125E-4,-6.866455078E-4,1.733401124E-3
1.425476074E0,1.586914062E-3,-1.190185547E-3,3.814697266E-4,2.019989364E-3
1.430480957E0,5.187988281E-4,2.014160156E-3,2.517700195E-3,3.265701706E-3
1.435455322E0,2.655029297E-3,2.014160156E-3,1.449584961E-3,3.634187428E-3
1.440429687E0,1.586914062E-3,-1.220703125E-4,-6.866455078E-4,1.733401124E-3
1.445434570E0,2.655029297E-3,-1.220703125E-4,-1.754760742E-3,3.184849603E-3
1.450439453E0,1.586914062E-3,-1.220703125E-4,-1.754760742E-3,2.369046784E-3
1.455444336E0,-5.493164062E-4,-1.220703125E-4,-1.754760742E-3,1.842779134E-3
1.460449219E0,-1.617431641E-3,2.014160156E-3,-6.866455078E-4,2.672902598E-3
1.465454101E0,5.187988281E-4,9.460449219E-4,-1.754760742E-3,2.059936523E-3
1.470458984E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
1.475463867E0,-5.493164062E-4,2.014160156E-3,3.814697266E-4,2.122288576E-3
1.480468750E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
1.485473633E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
1.490478515E0,5.187988281E-4,-2.243041992E-3,1.449584961E-3,2.720604007E-3
1.495483398E0,5.187988281E-4,2.014160156E-3,3.814697266E-4,2.114595118E-3
1.500488281E0,-1.617431641E-3,-1.220703125E-4,-6.866455078E-4,1.761382504E-3
1.505493164E0,1.586914062E-3,-1.190185547E-3,-6.866455078E-4,2.099123610E-3
1.510498047E0,2.655029297E-3,-1.220703125E-4,3.814697266E-4,2.685069996E-3
1.515472412E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
1.520477295E0,-5.493164062E-4,2.014160156E-3,3.814697266E-4,2.122288576E-3
1.525482178E0,1.586914062E-3,-1.220703125E-4,1.449584961E-3,2.152787486E-3
1.530487060E0,5.187988281E-4,-2.243041992E-3,3.814697266E-4,2.333647093E-3
1.535491943E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
1.540496826E0,2.655029297E-3,9.460449219E-4,3.814697266E-4,2.844239918E-3
1.545501709E0,5.187988281E-4,3.082275391E-3,3.814697266E-4,3.148824060E-3
1.550506592E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
1.555511474E0,-5.493164062E-4,2.014160156E-3,3.814697266E-4,2.122288576E-3
1.560516357E0,1.586914062E-3,9.460449219E-4,-6.866455078E-4,1.970984345E-3
1.565490722E0,2.655029297E-3,-1.190185547E-3,3.814697266E-4,2.934491669E-3
1.570495605E0,5.187988281E-4,9.460449219E-4,1.449584961E-3,1.807055555E-3
1.575500488E0,-5.493164062E-4,-1.190185547E-3,-6.866455078E-4,1.479787891E-3
1.580505371E0,5.187988281E-4,-1.220703125E-4,-1.754760742E-3,1.833913479E-3
1.585510254E0,5.187988281E-4,9.460449219E-4,-1.754760742E-3,2.059936523E-3
1.590515137E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
1.595520019E0,-1.617431641E-3,-1.220703125E-4,1.449584961E-3,2.175381077E-3
1.600524902E0,-1.617431641E-3,-1.220703125E-4,-6.866455078E-4,1.761382504E-3
1.605499267E0,-5.493164062E-4,-1.220703125E-4,-1.754760742E-3,1.842779134E-3
1.610504150E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
1.615509033E0,-1.617431641E-3,9.460449219E-4,3.814697266E-4,1.912225211E-3
1.620513916E0,-1.617431641E-3,3.082275391E-3,3.814697266E-4,3.501717557E-3
1.625488281E0,5.187988281E-4,2.014160156E-3,1.449584961E-3,2.535210034E-3
1.630493164E0,-1.617431641E-3,9.460449219E-4,2.517700195E-3,3.138455094E-3
1.635498047E0,-5.493164062E-4,2.014160156E-3,3.814697266E-4,2.122288576E-3
1.640502930E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
1.645507812E0,-1.617431641E-3,-1.220703125E-4,1.449584961E-3,2.175381077E-3
1.650512695E0,-1.617431641E-3,-1.220703125E-4,1.449584961E-3,2.175381077E-3
1.655517578E0,-5.493164062E-4,9.460449219E-4,3.814697266E-4,1.158563188E-3
1.660522461E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
1.665527344E0,2.655029297E-3,-1.220703125E-4,-6.866455078E-4,2.745098137E-3
1.670532226E0,5.187988281E-4,2.014160156E-3,-6.866455078E-4,2.190313999E-3
1.675537109E0,-1.617431641E-3,9.460449219E-4,1.449584961E-3,2.369046784E-3
1.680541992E0,-5.493164062E-4,9.460449219E-4,1.449584961E-3,1.816052331E-3
1.685516357E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
1.690521240E0,1.586914062E-3,-1.220703125E-4,3.814697266E-4,1.636678513E-3
1.695526123E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
1.700531006E0,-5.493164062E-4,-1.220703125E-4,-6.866455078E-4,8.877678349E-4
1.705535888E0,1.586914062E-3,9.460449219E-4,3.814697266E-4,1.886482544E-3
1.710540771E0,1.586914062E-3,-1.220703125E-4,-1.754760742E-3,2.369046784E-3
1.715545654E0,5.187988281E-4,2.014160156E-3,3.814697266E-4,2.114595118E-3
1.720550537E0,-1.617431641E-3,9.460449219E-4,2.517700195E-3,3.138455094E-3
1.725524902E0,-1.617431641E-3,3.082275391E-3,-6.866455078E-4,3.547955573E-3
1.730529785E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
1.735534668E0,5.187988281E-4,-1.220703125E-4,2.517700195E-3,2.573493279E-3
1.740539551E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
1.745544433E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
1.750549316E0,1.586914062E-3,9.460449219E-4,-6.866455078E-4,1.970984345E-3
1.755554199E0,1.586914062E-3,2.014160156E-3,3.814697266E-4,2.592422907E-3
1.760559082E0,1.586914062E-3,-1.190185547E-3,3.814697266E-4,2.019989364E-3
1.765563965E0,-1.617431641E-3,-1.190185547E-3,-6.866455078E-4,2.122288576E-3
1.770568847E0,-5.493164062E-4,-1.220703125E-4,-2.807617188E-3,2.863453151E-3
1.775543213E0,1.586914062E-3,-1.190185547E-3,-6.866455078E-4,2.099123610E-3
1.780548096E0,-5.493164062E-4,-1.220703125E-4,-6.866455078E-4,8.877678349E-4
1.785552978E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
1.790557861E0,1.586914062E-3,9.460449219E-4,-6.866455078E-4,1.970984345E-3
1.795562744E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
1.800567627E0,5.187988281E-4,9.460449219E-4,1.449584961E-3,1.807055555E-3
1.805572510E0,-1.617431641E-3,-1.220703125E-4,3.814697266E-4,1.666284917E-3
1.810577392E0,-1.617431641E-3,-2.243041992E-3,-6.866455078E-4,2.849351601E-3
1.815582275E0,-5.493164062E-4,-1.190185547E-3,-1.754760742E-3,2.190313999E-3
1.820587158E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
1.825592041E0,-5.493164062E-4,-1.190185547E-3,3.814697266E-4,1.365214013E-3
1.830596924E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
1.835601806E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
1.840606689E0,-5.493164062E-4,-2.243041992E-3,1.449584961E-3,2.726588061E-3
1.845581055E0,-5.493164062E-4,2.014160156E-3,-6.866455078E-4,2.197742410E-3
1.850585937E0,-5.493164062E-4,2.014160156E-3,-6.866455078E-4,2.197742410E-3
1.855590820E0,5.187988281E-4,9.460449219E-4,1.449584961E-3,1.807055555E-3
1.860595703E0,5.187988281E-4,2.014160156E-3,1.449584961E-3,2.535210034E-3
1.865600586E0,-1.617431641E-3,2.014160156E-3,-1.754760742E-3,3.122837093E-3
1.870605469E0,1.586914062E-3,-1.220703125E-4,-6.866455078E-4,1.733401124E-3
1.875610351E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
1.880615234E0,-2.685546875E-3,-1.190185547E-3,-1.754760742E-3,3.421679254E-3
1.885589599E0,-5.493164062E-4,-1.190185547E-3,-6.866455078E-4,1.479787891E-3
1.890594482E0,1.586914062E-3,9.460449219E-4,3.814697266E-4,1.886482544E-3
1.895599365E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
1.900604248E0,5.187988281E-4,2.014160156E-3,1.449584961E-3,2.535210034E-3
1.905609131E0,-5.493164062E-4,2.014160156E-3,1.449584961E-3,2.541630620E-3
1.910614013E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
1.915618896E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
1.920623779E0,5.187988281E-4,-1.220703125E-4,1.449584961E-3,1.544457816E-3
1.925598144E0,1.586914062E-3,2.014160156E-3,1.449584961E-3,2.945578710E-3
1.930603027E0,3.707885742E-3,3.082275391E-3,-6.866455078E-4,4.870351149E-3
1.935607910E0,1.586914062E-3,2.014160156E-3,3.814697266E-4,2.592422907E-3
1.940612793E0,-2.685546875E-3,2.014160156E-3,1.449584961E-3,3.656542043E-3
1.945617676E0,-1.617431641E-3,9.460449219E-4,1.449584961E-3,2.369046784E-3
1.950622558E0,-5.493164062E-4,9.460449219E-4,-1.754760742E-3,2.067833352E-3
1.955627441E0,-5.493164062E-4,9.460449219E-4,-6.866455078E-4,1.291600388E-3
1.960632324E0,-5.493164062E-4,9.460449219E-4,3.814697266E-4,1.158563188E-3
1.965637207E0,5.187988281E-4,9.460449219E-4,3.814697266E-4,1.144409180E-3
1.970642090E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
1.975616455E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
1.980621338E0,-1.617431641E-3,9.460449219E-4,3.814697266E-4,1.912225211E-3
1.985626221E0,5.187988281E-4,2.014160156E-3,2.517700195E-3,3.265701706E-3
1.990631103E0,5.187988281E-4,2.014160156E-3,3.814697266E-4,2.114595118E-3
1.995635986E0,-5.493164062E-4,3.082275391E-3,-1.754760742E-3,3.589060512E-3
2.000640869E0,-1.617431641E-3,9.460449219E-4,-2.807617188E-3,3.375470394E-3
2.005645752E0,-1.617431641E-3,2.014160156E-3,3.814697266E-4,2.611215311E-3
2.010650635E0,1.586914062E-3,9.460449219E-4,3.814697266E-4,1.886482544E-3
2.015655517E0,5.187988281E-4,9.460449219E-4,3.814697266E-4,1.144409180E-3
2.020660400E0,-1.617431641E-3,9.460449219E-4,3.814697266E-4,1.912225211E-3
2.025634765E0,-5.493164062E-4,-1.190185547E-3,-6.866455078E-4,1.479787891E-3
2.030639648E0,5.187988281E-4,-1.190185547E-3,1.449584961E-3,1.946019121E-3
2.035644531E0,5.187988281E-4,-2.243041992E-3,-1.754760742E-3,2.894749534E-3
2.040649414E0,-1.617431641E-3,-1.190185547E-3,-6.866455078E-4,2.122288576E-3
2.045654297E0,-1.617431641E-3,-1.190185547E-3,-6.866455078E-4,2.122288576E-3
2.050659180E0,1.586914062E-3,-2.243041992E-3,3.814697266E-4,2.773995813E-3
2.055664062E0,-1.617431641E-3,-1.220703125E-4,-6.866455078E-4,1.761382504E-3
2.060668945E0,-5.493164062E-4,9.460449219E-4,-1.754760742E-3,2.067833352E-3
2.065673828E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
2.070678711E0,-5.493164062E-4,-1.220703125E-4,-1.754760742E-3,1.842779134E-3
2.075683594E0,-5.493164062E-4,9.460449219E-4,3.814697266E-4,1.158563188E-3
2.080688476E0,5.187988281E-4,2.014160156E-3,3.814697266E-4,2.114595118E-3
2.085693359E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
2.090698242E0,-5.493164062E-4,-1.190185547E-3,-6.866455078E-4,1.479787891E-3
2.095672607E0,-5.493164062E-4,-1.220703125E-4,-6.866455078E-4,8.877678349E-4
2.100677490E0,1.586914062E-3,-1.220703125E-4,-6.866455078E-4,1.733401124E-3
2.105682373E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
2.110687256E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
2.115692138E0,-1.617431641E-3,9.460449219E-4,-6.866455078E-4,1.995637282E-3
2.120697021E0,-2.685546875E-3,-1.220703125E-4,-6.866455078E-4,2.774625242E-3
2.125701904E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
2.130706787E0,1.586914062E-3,9.460449219E-4,-6.866455078E-4,1.970984345E-3
2.135681152E0,-5.493164062E-4,9.460449219E-4,3.814697266E-4,1.158563188E-3
2.140686035E0,5.187988281E-4,2.014160156E-3,-6.866455078E-4,2.190313999E-3
2.145690918E0,-1.617431641E-3,-1.220703125E-4,-1.754760742E-3,2.389596522E-3
2.150695801E0,-5.493164062E-4,-1.220703125E-4,-1.754760742E-3,1.842779134E-3
2.155700683E0,1.586914062E-3,-1.220703125E-4,3.814697266E-4,1.636678513E-3
2.160705566E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
2.165710449E0,-1.617431641E-3,-1.220703125E-4,-6.866455078E-4,1.761382504E-3
2.170715332E0,5.187988281E-4,2.014160156E-3,3.814697266E-4,2.114595118E-3
2.175689697E0,5.187988281E-4,9.460449219E-4,3.814697266E-4,1.144409180E-3
2.180694580E0,-5.493164062E-4,-1.220703125E-4,1.449584961E-3,1.554974673E-3
2.185699463E0,-1.617431641E-3,-1.220703125E-4,-6.866455078E-4,1.761382504E-3
2.190704346E0,-5.493164062E-4,-1.220703125E-4,1.449584961E-3,1.554974673E-3
2.195678711E0,1.586914062E-3,-1.220703125E-4,3.814697266E-4,1.636678513E-3
2.200683594E0,2.655029297E-3,-1.220703125E-4,-6.866455078E-4,2.745098137E-3
2.205688476E0,-1.617431641E-3,2.014160156E-3,1.449584961E-3,2.962131463E-3
2.210693359E0,-1.617431641E-3,-1.220703125E-4,1.449584961E-3,2.175381077E-3
2.215698242E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
2.220703125E0,5.187988281E-4,3.082275391E-3,-1.754760742E-3,3.584516574E-3
2.225708008E0,1.586914062E-3,2.014160156E-3,-6.866455078E-4,2.654546935E-3
2.230712890E0,-5.493164062E-4,9.460449219E-4,-1.754760742E-3,2.067833352E-3
2.235717773E0,-5.493164062E-4,-1.190185547E-3,-6.866455078E-4,1.479787891E-3
2.240722656E0,5.187988281E-4,9.460449219E-4,3.814697266E-4,1.144409180E-3
2.245727539E0,-1.617431641E-3,-1.190185547E-3,1.449584961E-3,2.476675858E-3
2.250732422E0,-1.617431641E-3,9.460449219E-4,-1.754760742E-3,2.567152385E-3
2.255737305E0,5.187988281E-4,-1.220703125E-4,-1.754760742E-3,1.833913479E-3
2.260742187E0,5.187988281E-4,9.460449219E-4,3.814697266E-4,1.144409180E-3
2.265747070E0,-5.493164062E-4,2.014160156E-3,3.814697266E-4,2.122288576E-3
2.270751953E0,-5.493164062E-4,-1.220703125E-4,-6.866455078E-4,8.877678349E-4
2.275756836E0,5.187988281E-4,-1.220703125E-4,-1.754760742E-3,1.833913479E-3
2.280761719E0,5.187988281E-4,-1.190185547E-3,-6.866455078E-4,1.468732758E-3
2.285736084E0,-5.493164062E-4,9.460449219E-4,3.814697266E-4,1.158563188E-3
2.290740967E0,-5.493164062E-4,-1.190185547E-3,-6.866455078E-4,1.479787891E-3
2.295745849E0,1.586914062E-3,-1.190185547E-3,-6.866455078E-4,2.099123610E-3
2.300750732E0,2.655029297E-3,2.014160156E-3,-6.866455078E-4,3.402573108E-3
2.305755615E0,5.187988281E-4,2.014160156E-3,3.814697266E-4,2.114595118E-3
2.310760498E0,5.187988281E-4,-1.220703125E-4,1.449584961E-3,1.544457816E-3
2.315734863E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
2.320709228E0,5.187988281E-4,3.082275391E-3,-6.866455078E-4,3.200164974E-3
2.325714111E0,1.586914062E-3,2.014160156E-3,1.449584961E-3,2.945578710E-3
2.330718994E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
2.335723877E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
2.340728760E0,1.586914062E-3,-1.220703125E-4,3.814697266E-4,1.636678513E-3
2.345733642E0,5.187988281E-4,-1.220703125E-4,1.449584961E-3,1.544457816E-3
2.350738525E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
2.355743408E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
2.360748291E0,5.187988281E-4,-1.190185547E-3,-6.866455078E-4,1.468732758E-3
2.365753174E0,5.187988281E-4,-1.190185547E-3,1.449584961E-3,1.946019121E-3
2.370758056E0,-5.493164062E-4,-2.243041992E-3,1.449584961E-3,2.726588061E-3
2.375762939E0,5.187988281E-4,-1.190185547E-3,-6.866455078E-4,1.468732758E-3
2.380767822E0,-5.493164062E-4,9.460449219E-4,-6.866455078E-4,1.291600388E-3
2.385772705E0,-5.493164062E-4,2.014160156E-3,-1.754760742E-3,2.727228430E-3
2.390777588E0,5.187988281E-4,9.460449219E-4,-1.754760742E-3,2.059936523E-3
2.395751953E0,1.586914062E-3,-1.220703125E-4,3.814697266E-4,1.636678513E-3
2.400756836E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
2.405761719E0,-1.617431641E-3,-1.220703125E-4,3.814697266E-4,1.666284917E-3
2.410766601E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
2.415771484E0,-5.493164062E-4,9.460449219E-4,-6.866455078E-4,1.291600388E-3
2.420776367E0,-5.493164062E-4,2.014160156E-3,-6.866455078E-4,2.197742410E-3
2.425781250E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
2.430786133E0,5.187988281E-4,-1.220703125E-4,1.449584961E-3,1.544457816E-3
2.435760498E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
2.440765381E0,-1.617431641E-3,-1.190185547E-3,-6.866455078E-4,2.122288576E-3
2.445770263E0,1.586914062E-3,9.460449219E-4,-6.866455078E-4,1.970984345E-3
2.450775146E0,1.586914062E-3,2.014160156E-3,1.449584961E-3,2.945578710E-3
2.455780029E0,-5.493164062E-4,9.460449219E-4,-6.866455078E-4,1.291600388E-3
2.460784912E0,-5.493164062E-4,9.460449219E-4,3.814697266E-4,1.158563188E-3
2.465789795E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
2.470794678E0,2.655029297E-3,-1.220703125E-4,-6.866455078E-4,2.745098137E-3
2.475769043E0,1.586914062E-3,-1.220703125E-4,3.814697266E-4,1.636678513E-3
2.480773926E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
2.485778808E0,-5.493164062E-4,9.460449219E-4,-6.866455078E-4,1.291600388E-3
2.490783691E0,-5.493164062E-4,-1.220703125E-4,1.449584961E-3,1.554974673E-3
2.495788574E0,5.187988281E-4,2.014160156E-3,-6.866455078E-4,2.190313999E-3
2.500793457E0,1.586914062E-3,4.150390625E-3,-1.754760742E-3,4.777365785E-3
2.505798340E0,1.586914062E-3,9.460449219E-4,-6.866455078E-4,1.970984345E-3
2.510803222E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
2.515808105E0,1.586914062E-3,2.014160156E-3,-6.866455078E-4,2.654546935E-3
2.520812988E0,1.586914062E-3,-1.220703125E-4,-1.754760742E-3,2.369046784E-3
2.525817871E0,1.586914062E-3,-1.220703125E-4,-6.866455078E-4,1.733401124E-3
2.530822754E0,5.187988281E-4,-1.220703125E-4,-1.754760742E-3,1.833913479E-3
2.535827637E0,5.187988281E-4,-1.190185547E-3,-1.754760742E-3,2.182860308E-3
2.540832519E0,5.187988281E-4,-2.243041992E-3,3.814697266E-4,2.333647093E-3
2.545837402E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
2.550842285E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
2.555816650E0,1.586914062E-3,9.460449219E-4,3.814697266E-4,1.886482544E-3
2.560791015E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
2.565795898E0,-1.617431641E-3,9.460449219E-4,3.814697266E-4,1.912225211E-3
2.570800781E0,5.187988281E-4,2.014160156E-3,-6.866455078E-4,2.190313999E-3
2.575805664E0,5.187988281E-4,-1.220703125E-4,-1.754760742E-3,1.833913479E-3
2.580810547E0,2.655029297E-3,-1.220703125E-4,3.814697266E-4,2.685069996E-3
2.585815430E0,-5.493164062E-4,-1.190185547E-3,3.814697266E-4,1.365214013E-3
2.590820312E0,-1.617431641E-3,9.460449219E-4,-6.866455078E-4,1.995637282E-3
2.595825195E0,-5.493164062E-4,-1.190185547E-3,-6.866455078E-4,1.479787891E-3
2.600830078E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
2.605834961E0,1.586914062E-3,9.460449219E-4,3.814697266E-4,1.886482544E-3
2.610839844E0,5.187988281E-4,9.460449219E-4,2.517700195E-3,2.739154521E-3
2.615844726E0,5.187988281E-4,2.014160156E-3,1.449584961E-3,2.535210034E-3
2.620849609E0,-5.493164062E-4,9.460449219E-4,-6.866455078E-4,1.291600388E-3
2.625823974E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
2.630828857E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
2.635833740E0,5.187988281E-4,-1.220703125E-4,3.814697266E-4,6.554178343E-4
2.640838623E0,1.586914062E-3,9.460449219E-4,1.449584961E-3,2.348317226E-3
2.645843506E0,5.187988281E-4,3.082275391E-3,2.517700195E-3,4.013525642E-3
2.650848388E0,1.586914062E-3,9.460449219E-4,3.814697266E-4,1.886482544E-3
2.655853271E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
2.660858154E0,-5.493164062E-4,9.460449219E-4,3.814697266E-4,1.158563188E-3
2.665863037E0,5.187988281E-4,-1.220703125E-4,1.449584961E-3,1.544457816E-3
2.670867920E0,5.187988281E-4,2.014160156E-3,3.814697266E-4,2.114595118E-3
2.675872803E0,1.586914062E-3,3.082275391E-3,3.814697266E-4,3.487726620E-3
2.680877685E0,1.586914062E-3,9.460449219E-4,1.449584961E-3,2.348317226E-3
2.685852051E0,1.586914062E-3,2.014160156E-3,-1.754760742E-3,3.107140589E-3
2.690856933E0,1.586914062E-3,-1.220703125E-4,-1.754760742E-3,2.369046784E-3
2.695861816E0,2.655029297E-3,-1.220703125E-4,-1.754760742E-3,3.184849603E-3
2.700866699E0,5.187988281E-4,-1.220703125E-4,-1.754760742E-3,1.833913479E-3
2.705871582E0,5.187988281E-4,2.014160156E-3,-6.866455078E-4,2.190313999E-3
2.710876465E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
2.715850830E0,-5.493164062E-4,9.460449219E-4,1.449584961E-3,1.816052331E-3
2.720855713E0,5.187988281E-4,3.082275391E-3,1.449584961E-3,3.445412946E-3
2.725860596E0,5.187988281E-4,2.014160156E-3,-1.754760742E-3,2.721245785E-3
2.730865478E0,-5.493164062E-4,-1.220703125E-4,1.449584961E-3,1.554974673E-3
2.735870361E0,-5.493164062E-4,9.460449219E-4,3.814697266E-4,1.158563188E-3
2.740875244E0,-5.493164062E-4,-1.190185547E-3,3.814697266E-4,1.365214013E-3
2.745880127E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
2.750885010E0,-5.493164062E-4,-1.220703125E-4,-1.754760742E-3,1.842779134E-3
2.755889892E0,-5.493164062E-4,9.460449219E-4,-6.866455078E-4,1.291600388E-3
2.760894775E0,-5.493164062E-4,2.014160156E-3,-6.866455078E-4,2.197742410E-3
2.765899658E0,5.187988281E-4,-1.220703125E-4,-6.866455078E-4,8.692154156E-4
2.770904541E0,-5.493164062E-4,-1.220703125E-4,-6.866455078E-4,8.877678349E-4
2.775909424E0,-1.617431641E-3,9.460449219E-4,3.814697266E-4,1.912225211E-3
2.780914306E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
2.785888672E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
2.790893555E0,1.586914062E-3,-1.220703125E-4,-6.866455078E-4,1.733401124E-3
2.795867920E0,5.187988281E-4,-1.220703125E-4,-2.807617188E-3,2.857755703E-3
2.800872803E0,5.187988281E-4,9.460449219E-4,-1.754760742E-3,2.059936523E-3
2.805877685E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
2.810882568E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
2.815887451E0,-2.685546875E-3,-3.311157227E-3,3.814697266E-4,4.280355517E-3
2.820892334E0,1.586914062E-3,-1.220703125E-4,3.814697266E-4,1.636678513E-3
2.825897217E0,-5.493164062E-4,9.460449219E-4,3.814697266E-4,1.158563188E-3
2.830902099E0,-1.617431641E-3,2.014160156E-3,3.814697266E-4,2.611215311E-3
2.835876465E0,5.187988281E-4,9.460449219E-4,3.814697266E-4,1.144409180E-3
2.840881347E0,1.586914062E-3,-1.220703125E-4,1.449584961E-3,2.152787486E-3
2.845886230E0,5.187988281E-4,-1.220703125E-4,1.449584961E-3,1.544457816E-3
2.850891113E0,1.586914062E-3,-1.190185547E-3,3.814697266E-4,2.019989364E-3
2.855895996E0,2.655029297E-3,-1.220703125E-4,1.449584961E-3,3.027437578E-3
2.860900879E0,1.586914062E-3,-1.220703125E-4,1.449584961E-3,2.152787486E-3
2.865905762E0,-5.493164062E-4,2.014160156E-3,3.814697266E-4,2.122288576E-3
2.870910644E0,1.586914062E-3,-1.220703125E-4,3.814697266E-4,1.636678513E-3
2.875915527E0,1.586914062E-3,-1.220703125E-4,-1.754760742E-3,2.369046784E-3
2.880920410E0,-5.493164062E-4,9.460449219E-4,3.814697266E-4,1.158563188E-3
2.885925293E0,-5.493164062E-4,-1.220703125E-4,3.814697266E-4,6.798299991E-4
2.890930176E0,-1.617431641E-3,-1.190185547E-3,-6.866455078E-4,2.122288576E-3
2.895935058E0,-1.617431641E-3,-1.220703125E-4,3.814697266E-4,1.666284917E-3
2.900939941E0,5.187988281E-4,-1.190185547E-3,3.814697266E-4,1.353223194E-3
2.905944824E0,2.655029297E-3,-1.220703125E-4,-1.754760742E-3,3.184849603E-3
2.910949707E0,1.586914062E-3,-1.220703125E-4,-6.866455078E-4,1.733401124E-3
2.915954590E0,1.586914062E-3,-1.220703125E-4,3.814697266E-4,1.636678513E-3
2.920959472E0,1.586914062E-3,-1.190185547E-3,1.449584961E-3,2.456854582E-3
2.925933838E0,-5.493164062E-4,9.460449219E-4,2.517700195E-3,2.745098137E-3
2.930938721E0,5.187988281E-4,-1.190185547E-3,1.449584961E-3,1.946019121E-3
2.935943603E0,2.655029297E-3,9.460449219E-4,-6.866455078E-4,2.900976321E-3
2.940948486E0,5.187988281E-4,9.460449219E-4,-6.866455078E-4,1.278919572E-3
2.945953369E0,3.707885742E-3,2.014160156E-3,-6.866455078E-4,4.275130392E-3
